transaction_id,constituent_id,appeal_id,campaign_id,fund_id,date,amount,payment_method,type,status
26717,1093,31,11,6,2024-12-31,86.82,ACH,Gift,Completed
26718,260,31,11,5,2024-12-28,2412.7,Credit Card,Gift,Completed
26719,1694,31,11,6,2025-01-06,10.94,Check,Gift,Completed
26720,3271,31,11,5,2024-12-14,52.9,Credit Card,Gift,Completed
26721,4897,31,11,5,2025-01-06,958.5,Credit Card,Gift,Completed
26722,1194,31,11,5,2025-01-14,75.96,Credit Card,Gift,Completed
26723,4344,31,11,5,2024-12-21,152.14,Credit Card,Gift,Completed
26724,4640,31,11,5,2024-12-24,826.64,Credit Card,Gift,Completed
26725,929,31,11,5,2024-12-19,949.16,Credit Card,Gift,Completed
26726,3278,31,11,6,2025-01-06,52.16,Credit Card,Gift,Completed
26727,4424,31,11,5,2025-01-02,105.08,Credit Card,Gift,Completed
26728,3515,31,11,5,2025-01-05,32468.8,Credit Card,Gift,Completed
26729,3515,31,11,5,2024-12-21,29479.786,Check,Gift,Completed
26730,589,31,11,5,2024-12-29,2288.94,Credit Card,Gift,Completed
26731,2113,31,11,5,2024-12-28,124.96,Credit Card,Gift,Completed
26732,4659,31,11,5,2025-01-06,139.58,Check,Gift,Completed
26733,4732,31,11,5,2025-01-05,756.36,ACH,Gift,Completed
26734,2609,31,11,5,2025-01-01,137.12,Check,Gift,Completed
26735,103,31,11,5,2024-12-23,6561.32,Check,Gift,Completed
26736,3130,31,11,6,2024-12-22,111.44,Check,Gift,Completed
26737,1224,31,11,5,2025-01-03,46.86,Credit Card,Gift,Completed
26738,4615,31,11,6,2025-01-03,2029.66,ACH,Gift,Completed
26739,2959,31,11,5,2024-12-27,684.48,Credit Card,Gift,Completed
26740,4977,31,11,6,2025-01-10,52.42,Credit Card,Gift,Completed
26741,2876,31,11,5,2025-01-05,79.18,Check,Gift,Completed
26742,2876,31,11,6,2024-12-25,115.01,Other,Gift,Completed
26743,2876,31,11,6,2025-01-05,160.43999999999997,Credit Card,Gift,Completed
26744,1707,31,11,5,2025-01-05,432.08,Credit Card,Gift,Completed
26745,858,31,11,5,2025-01-01,655.64,Credit Card,Gift,Completed
26746,2006,31,11,5,2025-01-04,125.42,Check,Gift,Completed
26747,3559,31,11,5,2025-01-02,83.06,Credit Card,Gift,Completed
26748,1450,31,11,5,2024-12-27,172.96,ACH,Gift,Completed
26749,211,31,11,5,2024-12-06,22855.02,ACH,Gift,Completed
26750,1978,31,11,6,2025-01-07,59.78,Check,Gift,Completed
26751,843,31,11,5,2025-01-03,20.58,Credit Card,Gift,Completed
26752,2410,31,11,5,2024-12-13,230.6,Credit Card,Gift,Completed
26753,753,31,11,5,2024-12-20,134.1,Check,Gift,Completed
26754,438,31,11,5,2024-12-30,14103.1,Check,Gift,Completed
26755,2704,31,11,6,2025-01-02,173.52,Credit Card,Gift,Completed
26756,806,31,11,5,2025-01-05,657.86,Credit Card,Gift,Completed
26757,4450,31,11,6,2024-12-16,180.02,Credit Card,Gift,Completed
26758,1618,31,11,5,2024-12-22,107.06,Check,Gift,Completed
26759,1976,31,11,6,2024-12-28,127.56,Check,Gift,Completed
26760,292,31,11,5,2025-01-03,25911.14,Check,Gift,Completed
26761,201,31,11,5,2025-01-01,2374.48,Check,Gift,Completed
26762,1476,31,11,5,2025-01-08,265.28,ACH,Gift,Completed
26763,2307,31,11,5,2024-12-30,76.02,Credit Card,Gift,Completed
26764,321,31,11,5,2024-12-25,1069.54,Check,Gift,Completed
26765,2473,31,11,5,2024-12-29,47.7,Credit Card,Gift,Completed
26766,2686,31,11,6,2025-01-08,4536.94,Credit Card,Gift,Completed
26767,4935,31,11,5,2025-01-06,135.24,Credit Card,Gift,Completed
26768,3241,31,11,5,2024-12-15,541.18,Credit Card,Gift,Completed
26769,3034,31,11,6,2024-12-25,196.28,Credit Card,Gift,Completed
26770,854,31,11,5,2025-01-08,2848.24,Credit Card,Gift,Completed
26771,4727,31,11,6,2024-12-22,31.6,Cash,Gift,Completed
26772,3883,31,11,5,2025-01-05,785.64,ACH,Gift,Completed
26773,4556,31,11,5,2024-12-30,178.12,Credit Card,Gift,Completed
26774,4859,31,11,5,2024-12-17,61.32,Credit Card,Gift,Completed
26775,2750,31,11,5,2024-12-31,191.08,ACH,Gift,Completed
26776,1034,31,11,5,2025-01-03,293.56,Credit Card,Gift,Completed
26777,912,31,11,5,2024-12-23,24.94,Credit Card,Gift,Completed
26778,1122,31,11,5,2024-12-22,57.48,Credit Card,Gift,Completed
26779,3693,31,11,6,2025-01-05,120.44,Credit Card,Gift,Completed
26780,2330,31,11,5,2024-12-10,236.62,Credit Card,Gift,Completed
26781,179,31,11,5,2024-12-27,4180.54,Credit Card,Gift,Completed
26782,2880,31,11,5,2024-12-25,3901.88,Check,Gift,Completed
26783,4696,31,11,5,2025-01-02,93.84,Check,Gift,Completed
26784,448,31,11,5,2024-12-15,1831.1,Credit Card,Gift,Completed
26785,3398,31,11,6,2025-01-07,951.72,Credit Card,Gift,Completed
26786,743,31,11,6,2025-01-11,5430.32,Check,Gift,Completed
26787,4501,31,11,6,2024-12-22,109.7,Credit Card,Gift,Completed
26788,4953,31,11,5,2025-01-06,189.8,Check,Gift,Completed
26789,4891,31,11,5,2024-12-05,192.84,Credit Card,Gift,Completed
26790,4451,31,11,5,2024-12-29,155.7,Cash,Gift,Completed
26791,1697,31,11,5,2025-01-05,57.2,Check,Gift,Completed
26792,1623,31,11,5,2024-12-26,636.04,Credit Card,Gift,Completed
26793,1233,31,11,6,2024-12-31,2287.98,Check,Gift,Completed
26794,503,31,11,5,2024-12-21,16017.04,ACH,Gift,Completed
26795,2794,31,11,5,2024-12-21,91.74,ACH,Gift,Completed
26796,667,31,11,5,2024-12-10,3770.04,Credit Card,Gift,Completed
26797,4824,31,11,5,2024-12-20,182.26,Credit Card,Gift,Completed
26798,2980,31,11,5,2025-01-01,129.2,Credit Card,Gift,Completed
26799,1088,31,11,6,2025-01-05,623.6,Credit Card,Gift,Completed
26800,3093,31,11,5,2025-01-01,177.06,Credit Card,Gift,Completed
26801,2388,31,11,5,2024-12-18,18.18,Credit Card,Gift,Completed
26802,1474,31,11,5,2024-12-29,785.6,Credit Card,Gift,Completed
26803,1320,31,11,6,2024-12-25,75.6,Check,Gift,Completed
26804,57,31,11,6,2025-01-03,19538.94,Check,Gift,Completed
26805,703,31,11,6,2024-12-24,427.58,Credit Card,Gift,Completed
26806,3705,31,11,5,2024-12-15,97.96,Credit Card,Gift,Completed
26807,2357,31,11,5,2025-01-08,63.24,Credit Card,Gift,Completed
26808,4722,31,11,5,2024-12-28,234.76,Credit Card,Gift,Completed
26809,1509,31,11,5,2024-12-27,137.96,ACH,Gift,Completed
26810,4227,31,11,5,2024-12-30,89.08,Check,Gift,Completed
26811,2362,31,11,5,2024-12-30,143.24,Credit Card,Gift,Completed
26812,4045,31,11,5,2024-12-31,137.2,Credit Card,Gift,Completed
26813,3596,31,11,5,2025-01-02,100.06,Credit Card,Gift,Completed
26814,1663,31,11,5,2025-01-07,25.5,Credit Card,Gift,Completed
26815,2585,31,11,5,2024-12-29,759.94,Credit Card,Gift,Completed
26816,2401,31,11,6,2024-12-28,1169.84,Credit Card,Gift,Completed
26817,4711,31,11,5,2025-01-04,619.6,Credit Card,Gift,Completed
26818,2608,31,11,5,2024-12-24,1174.38,Credit Card,Gift,Completed
26819,1375,31,11,5,2025-01-03,175.26,Credit Card,Gift,Completed
26820,2968,31,11,5,2024-12-30,131.32,Credit Card,Gift,Completed
26821,3331,31,11,6,2024-12-26,117.64,Credit Card,Gift,Completed
26822,3949,31,11,5,2025-01-06,72.12,Credit Card,Gift,Completed
26823,1243,31,11,6,2025-01-12,10471.18,Credit Card,Gift,Completed
26824,2952,31,11,5,2024-12-29,675.48,Credit Card,Gift,Completed
26825,4883,31,11,5,2024-12-28,200.16,Credit Card,Gift,Completed
26826,306,31,11,5,2025-01-04,2075.6,Credit Card,Gift,Completed
26827,2302,31,11,5,2024-12-16,989.68,Credit Card,Gift,Completed
26828,2284,31,11,5,2025-01-02,225.4,Cash,Gift,Completed
26829,2196,31,11,5,2024-12-28,78.22,Credit Card,Gift,Completed
26830,938,31,11,6,2024-12-09,982.0,Credit Card,Gift,Completed
26831,4614,31,11,6,2024-12-20,89.52,Check,Gift,Completed
26832,1880,31,11,6,2024-12-17,639.48,Credit Card,Gift,Completed
26833,1887,31,11,5,2025-01-05,178.32,Credit Card,Gift,Completed
26834,3444,31,11,6,2024-12-24,746.46,Credit Card,Gift,Completed
26835,274,31,11,5,2025-01-02,3645.5,Check,Gift,Completed
26836,2402,31,11,5,2025-01-01,136.18,Credit Card,Gift,Completed
26837,2928,31,11,5,2025-01-04,101.02,Check,Gift,Completed
26838,2379,31,11,6,2024-12-27,35.36,Credit Card,Gift,Completed
26839,3729,31,11,5,2024-12-24,60.12,Credit Card,Gift,Completed
26840,3894,31,11,5,2025-01-11,58.4,Check,Gift,Completed
26841,1141,31,11,5,2025-01-13,158.26,Credit Card,Gift,Completed
26842,169,31,11,5,2024-12-25,829.04,Check,Gift,Completed
26843,1996,31,11,5,2024-12-18,59.68,Credit Card,Gift,Completed
26844,18,31,11,5,2024-12-23,598.74,Check,Gift,Completed
26845,2988,31,11,5,2024-12-30,711.48,Check,Gift,Completed
26846,3352,31,11,5,2024-12-18,96.2,Credit Card,Gift,Completed
26847,3415,31,11,6,2025-01-05,38.24,Credit Card,Gift,Completed
26848,1806,31,11,6,2025-01-02,702.72,Credit Card,Gift,Completed
26849,1352,31,11,5,2025-01-02,2737.5,Check,Gift,Completed
26850,711,31,11,6,2025-01-09,52002.18,ACH,Gift,Completed
26851,846,31,11,5,2025-01-05,170.42,Credit Card,Gift,Completed
26852,2093,31,11,5,2025-01-10,184.06,Credit Card,Gift,Completed
26853,556,31,11,5,2024-12-20,676.42,Check,Gift,Completed
26854,1559,31,11,5,2024-12-27,141.52,Other,Gift,Completed
26855,3567,31,11,5,2025-01-08,138.88,Credit Card,Gift,Completed
26856,1776,31,11,5,2025-01-05,151.56,Credit Card,Gift,Completed
26857,3833,31,11,6,2025-01-05,102.12,Check,Gift,Completed
26858,1257,31,11,6,2024-12-28,37.4,Credit Card,Gift,Completed
26859,3234,31,11,6,2024-12-25,550.56,Other,Gift,Completed
26860,4267,31,11,5,2025-01-08,2537.66,ACH,Gift,Completed
26861,2837,31,11,5,2025-01-07,570.52,Credit Card,Gift,Completed
26862,1924,31,11,5,2024-12-30,73.62,Credit Card,Gift,Completed
26863,421,31,11,6,2024-12-23,31338.96,Check,Gift,Completed
26864,4808,31,11,5,2025-01-06,58.72,Credit Card,Gift,Completed
26865,1474,31,11,5,2024-12-31,574.94,Credit Card,Gift,Completed
26866,3005,31,11,5,2025-01-08,100.2,Credit Card,Gift,Completed
26867,4402,31,11,5,2025-01-05,110.14,Credit Card,Gift,Completed
26868,3808,31,11,5,2024-12-30,128.66,Credit Card,Gift,Completed
26869,2590,31,11,5,2024-12-25,850.24,Credit Card,Gift,Completed
26870,4831,31,11,5,2025-01-03,412.04,Credit Card,Gift,Completed
26871,2367,31,11,5,2025-01-12,51.74,Credit Card,Gift,Completed
26872,1776,31,11,6,2024-12-26,52.72,Credit Card,Gift,Completed
26873,2366,31,11,5,2024-12-07,693.1,Check,Gift,Completed
26874,1131,31,11,5,2024-12-30,103.88,Credit Card,Gift,Completed
26875,4880,31,11,5,2024-12-11,3749.24,Check,Gift,Completed
26876,4435,31,11,5,2025-01-04,65.58,Credit Card,Gift,Completed
26877,1951,31,11,5,2025-01-06,3289.72,Credit Card,Gift,Completed
26878,106,31,11,6,2024-12-29,553.84,Check,Gift,Completed
26879,453,31,11,5,2024-12-26,1820.62,Credit Card,Gift,Completed
26880,3036,31,11,5,2024-12-09,428.42,Credit Card,Gift,Completed
26881,4544,31,11,6,2025-01-04,1103.42,Credit Card,Gift,Completed
26882,3712,31,11,5,2024-12-25,71.32,Check,Gift,Completed
26883,2414,31,11,5,2024-12-19,200.14,Credit Card,Gift,Completed
26884,354,31,11,5,2025-01-04,3665.82,Check,Gift,Completed
26885,3570,31,11,5,2024-12-30,132.72,Cash,Gift,Completed
26886,468,31,11,5,2025-01-01,10241.04,ACH,Gift,Completed
26887,1285,31,11,5,2025-01-04,194.48,Check,Gift,Completed
26888,4532,31,11,6,2024-12-25,217.74,Credit Card,Gift,Completed
26889,1979,31,11,6,2024-12-15,181.76,Credit Card,Gift,Completed
26890,1734,31,11,5,2024-12-28,193.18,Credit Card,Gift,Completed
26891,4947,31,11,5,2025-01-04,260.2,Check,Gift,Completed
26892,1319,31,11,6,2024-12-30,946.94,Credit Card,Gift,Completed
26893,3679,31,11,5,2024-12-20,481.6,ACH,Gift,Completed
26894,3667,31,11,6,2024-12-27,147.54,Credit Card,Gift,Completed
26895,2598,31,11,5,2024-12-14,586.9,Credit Card,Gift,Completed
26896,303,31,11,6,2025-01-01,1121.56,Check,Gift,Completed
26897,1591,31,11,6,2025-01-10,201.98,Credit Card,Gift,Completed
26898,3447,31,11,5,2025-01-07,134.04,Credit Card,Gift,Completed
26899,1290,31,11,5,2025-01-04,879.16,Check,Gift,Completed
26900,4421,31,11,5,2024-12-29,42.1,Credit Card,Gift,Completed
26901,3090,31,11,5,2024-12-31,49.9,Credit Card,Gift,Completed
26902,4536,31,11,5,2024-12-23,150.24,Credit Card,Gift,Completed
26903,4652,31,11,5,2024-12-25,1160.62,Credit Card,Gift,Completed
26904,1142,31,11,5,2024-12-10,66.2,Check,Gift,Completed
26905,3516,31,11,5,2025-01-06,79.52,Credit Card,Gift,Completed
26906,1770,31,11,5,2024-12-20,428.76,Credit Card,Gift,Completed
26907,4024,31,11,6,2024-12-22,2023.98,ACH,Gift,Completed
26908,701,31,11,5,2024-12-13,755.82,Check,Gift,Completed
26909,688,31,11,5,2025-01-12,736.78,Credit Card,Gift,Completed
26910,4086,31,11,6,2025-01-04,33.3,Credit Card,Gift,Completed
26911,815,31,11,5,2025-01-02,4166.8,Check,Gift,Completed
26912,4972,31,11,6,2025-01-08,185.88,Check,Gift,Completed
26913,498,31,11,5,2025-01-02,9423.1,ACH,Gift,Completed
26914,2973,31,11,6,2025-01-05,16.82,Credit Card,Gift,Completed
26915,3294,31,11,6,2024-12-31,625.9,Credit Card,Gift,Completed
26916,1183,31,11,5,2025-01-04,64.56,Credit Card,Gift,Completed
26917,299,31,11,5,2024-12-30,451.22,Check,Gift,Completed
26918,3712,31,11,5,2024-12-28,123.5,Credit Card,Gift,Completed
26919,770,31,11,6,2025-01-01,75.66,Credit Card,Gift,Completed
26920,899,31,11,6,2025-01-01,19.26,Credit Card,Gift,Completed
26921,3571,31,11,5,2025-01-08,85.3,ACH,Gift,Completed
26922,1262,31,11,5,2025-01-04,46.96,Credit Card,Gift,Completed
26923,3663,31,11,5,2024-12-29,197.06,Credit Card,Gift,Completed
26924,3954,31,11,5,2024-12-23,157.76,Credit Card,Gift,Completed
26925,1297,31,11,6,2024-12-31,149.7,Check,Gift,Completed
26926,4451,31,11,6,2025-01-02,117.2,Credit Card,Gift,Completed
26927,2234,31,11,5,2024-12-13,103.64,Check,Gift,Completed
26928,2602,31,11,5,2024-12-17,180.54,Check,Gift,Completed
26929,1206,31,11,5,2025-01-05,85.34,ACH,Gift,Completed
26930,4444,31,11,5,2024-12-29,912.2,Credit Card,Gift,Completed
26931,1565,31,11,6,2024-12-31,262.1,Credit Card,Gift,Completed
26932,439,31,11,6,2025-01-10,180401.74,ACH,Gift,Completed
26933,4123,31,11,5,2024-12-31,1575.6,ACH,Gift,Completed
26934,3898,31,11,5,2024-12-16,364.42,Check,Gift,Completed
26935,1509,31,11,5,2024-12-18,78.68,Credit Card,Gift,Completed
26936,766,31,11,5,2025-01-03,166.48,Credit Card,Gift,Completed
26937,2915,31,11,5,2024-12-14,107.92,Credit Card,Gift,Completed
26938,3344,31,11,5,2024-12-19,29.18,Check,Gift,Completed
26939,762,31,11,5,2025-01-03,100.94,Credit Card,Gift,Completed
26940,863,31,11,5,2025-01-01,118.16,Check,Gift,Completed
26941,1685,31,11,5,2024-12-14,15.04,Credit Card,Gift,Completed
26942,3426,31,11,5,2024-12-23,3964.86,Credit Card,Gift,Completed
26943,1981,31,11,5,2024-12-23,138.42,Credit Card,Gift,Completed
26944,1797,31,11,5,2024-12-22,2554.52,Check,Gift,Completed
26945,471,31,11,5,2024-12-19,418.92,Credit Card,Gift,Completed
26946,2771,31,11,5,2024-12-30,1454.54,Credit Card,Gift,Completed
26947,2354,31,11,5,2024-12-24,56.66,Credit Card,Gift,Completed
26948,562,31,11,6,2025-01-06,4758.0,Credit Card,Gift,Completed
26949,4344,31,11,5,2024-12-27,111.86,Credit Card,Gift,Completed
26950,1812,31,11,6,2025-01-09,27.94,Check,Gift,Completed
26951,2645,31,11,6,2024-12-23,838.96,Credit Card,Gift,Completed
26952,1541,31,11,5,2025-01-07,761.66,Credit Card,Gift,Completed
26953,3596,31,11,6,2024-12-31,131.82,Check,Gift,Completed
26954,20,31,11,5,2025-01-05,8762.28,Check,Gift,Completed
26955,792,31,11,5,2025-01-03,99.34,Credit Card,Gift,Completed
26956,2436,31,11,5,2024-12-18,173.94,Credit Card,Gift,Completed
26957,234,31,11,5,2024-12-24,977.98,Credit Card,Gift,Completed
26958,740,31,11,5,2024-12-30,1128.4,Credit Card,Gift,Completed
26959,1928,31,11,6,2024-12-19,58.3,Credit Card,Gift,Completed
26960,4273,31,11,5,2025-01-07,410.44,Check,Gift,Completed
26961,1290,31,11,5,2024-12-25,979.6,Cash,Gift,Completed
26962,1771,31,11,5,2025-01-08,67.54,Credit Card,Gift,Completed
26963,2983,31,11,5,2024-12-27,25.06,ACH,Gift,Completed
26964,3659,31,11,5,2024-12-29,44.88,Credit Card,Gift,Completed
26965,203,31,11,5,2024-12-12,138480.12,ACH,Gift,Completed
26966,1957,31,11,5,2025-01-10,768.68,Credit Card,Gift,Completed
26967,4978,31,11,5,2024-12-30,236.34,Check,Gift,Completed
26968,1805,31,11,5,2024-12-19,161.66,Credit Card,Gift,Completed
26969,4467,31,11,5,2025-01-06,829.48,Credit Card,Gift,Completed
26970,4936,31,11,6,2025-01-09,222.48,Check,Gift,Completed
26971,4057,31,11,5,2025-01-05,58.3,Credit Card,Gift,Completed
26972,4219,31,11,5,2024-12-30,74.88,Credit Card,Gift,Completed
26973,4219,31,11,5,2025-01-11,58.576,Credit Card,Gift,Completed
26974,267,31,11,5,2025-01-01,2768.52,Check,Gift,Completed
26975,4277,31,11,5,2024-12-24,783.2,Credit Card,Gift,Completed
26976,2350,31,11,5,2025-01-04,99.8,Cash,Gift,Completed
26977,3776,31,11,5,2025-01-03,84.28,Check,Gift,Completed
26978,42,31,11,6,2024-12-30,3400.64,Check,Gift,Completed
26979,4542,31,11,5,2025-01-02,155.88,Credit Card,Gift,Completed
26980,4610,31,11,5,2024-12-30,244.8,Credit Card,Gift,Completed
26981,824,31,11,5,2025-01-08,428.08,Check,Gift,Completed
26982,3475,31,11,5,2024-12-27,148.9,ACH,Gift,Completed
26983,1404,31,11,5,2025-01-02,45.58,Credit Card,Gift,Completed
26984,1479,31,11,5,2025-01-06,132.12,Check,Gift,Completed
26985,3928,31,11,5,2024-12-23,1082.3,Credit Card,Gift,Completed
26986,1489,31,11,5,2025-01-01,83.46,Credit Card,Gift,Completed
26987,4036,31,11,5,2025-01-09,978.54,Credit Card,Gift,Completed
26988,1508,31,11,5,2025-01-12,33.16,Check,Gift,Completed
26989,4375,31,11,5,2025-01-07,196.62,Credit Card,Gift,Completed
26990,1832,31,11,5,2025-01-01,18633.56,ACH,Gift,Completed
26991,1684,31,11,6,2025-01-03,159.34,Credit Card,Gift,Completed
26992,3440,31,11,5,2024-12-18,103.84,Check,Gift,Completed
26993,4359,31,11,5,2024-12-23,153.56,Check,Gift,Completed
26994,3695,31,11,5,2025-01-05,26.54,Credit Card,Gift,Completed
26995,4942,31,11,5,2025-01-08,143.42,Cash,Gift,Completed
26996,4697,31,11,5,2024-12-16,120.64,Check,Gift,Completed
26997,3056,31,11,5,2025-01-03,37993.36,Credit Card,Gift,Completed
26998,107,31,11,5,2024-12-29,2576.72,Check,Gift,Completed
26999,2218,31,11,5,2024-12-31,99.04,Credit Card,Gift,Completed
27000,2900,31,11,6,2024-12-24,559.04,Check,Gift,Completed
27001,758,31,11,5,2024-12-26,198.38,Credit Card,Gift,Completed
27002,2637,31,11,5,2024-12-27,489.4,Credit Card,Gift,Completed
27003,2061,31,11,5,2025-01-10,96.62,Check,Gift,Completed
27004,4605,31,11,5,2024-12-28,609.18,Credit Card,Gift,Completed
27005,2131,31,11,5,2024-12-27,548.3,ACH,Gift,Completed
27006,1008,31,11,5,2025-01-08,57.92,Credit Card,Gift,Completed
27007,3834,31,11,6,2024-12-18,226.84,Credit Card,Gift,Completed
27008,3084,31,11,6,2025-01-02,154.1,Credit Card,Gift,Completed
27009,2335,31,11,6,2024-12-30,15.0,ACH,Gift,Completed
27010,1663,31,11,5,2025-01-08,131.0,Credit Card,Gift,Completed
27011,2698,31,11,5,2025-01-07,184.14,Credit Card,Gift,Completed
27012,4834,31,11,5,2024-12-21,681.32,Credit Card,Gift,Completed
27013,3954,31,11,6,2025-01-01,155.32,Check,Gift,Completed
27014,3391,31,11,5,2025-01-11,570.78,Check,Gift,Completed
27015,4600,31,11,5,2024-12-11,181.8,Credit Card,Gift,Completed
27016,1586,31,11,6,2024-12-26,272.6,Check,Gift,Completed
27017,1734,31,11,5,2024-12-21,105.0,Credit Card,Gift,Completed
27018,320,31,11,5,2025-01-10,2344.9,Check,Gift,Completed
27019,42,31,11,6,2025-01-08,3814.08,Credit Card,Gift,Completed
27020,563,31,11,5,2025-01-09,19552.1,Check,Gift,Completed
27021,113,31,11,6,2024-12-24,4095.08,Other,Gift,Completed
27022,1991,31,11,5,2025-01-06,67.74,Check,Gift,Completed
27023,3520,31,11,5,2025-01-05,2695.34,Check,Gift,Completed
27024,2561,31,11,5,2024-12-29,57.34,Credit Card,Gift,Completed
27025,1805,31,11,6,2025-01-10,75.92,Check,Gift,Completed
27026,4959,31,11,5,2024-12-18,779.2,Credit Card,Gift,Completed
27027,2959,31,11,6,2024-12-20,424.48,ACH,Gift,Completed
27028,1968,31,11,5,2025-01-06,199.82,Check,Gift,Completed
27029,1194,31,11,5,2025-01-06,21.6,Credit Card,Gift,Completed
27030,3908,31,11,5,2025-01-03,478.34,Cash,Gift,Completed
27031,3553,31,11,5,2025-01-08,165.5,Credit Card,Gift,Completed
27032,3627,31,11,6,2025-01-01,14.8,Credit Card,Gift,Completed
27033,2891,31,11,5,2025-01-02,193.56,Check,Gift,Completed
27034,2127,31,11,5,2025-01-11,53.86,Credit Card,Gift,Completed
27035,2333,31,11,6,2024-12-28,139.04,Credit Card,Gift,Completed
27036,1243,31,11,5,2024-12-26,27931.42,Credit Card,Gift,Completed
27037,4833,31,11,6,2025-01-10,194.38,Credit Card,Gift,Completed
27038,4158,31,11,5,2025-01-01,218.74,Credit Card,Gift,Completed
27039,3458,31,11,5,2025-01-04,91.96,ACH,Gift,Completed
27040,172,31,11,6,2024-12-14,13265.38,ACH,Gift,Completed
27041,1950,31,11,5,2024-12-25,2705.5,ACH,Gift,Completed
27042,4233,31,11,5,2024-12-21,20.44,Credit Card,Gift,Completed
27043,1354,31,11,5,2025-01-05,548.98,Credit Card,Gift,Completed
27044,1931,31,11,5,2024-12-27,29.24,Credit Card,Gift,Completed
27045,1013,31,11,6,2024-12-27,699.28,Check,Gift,Completed
27046,2205,31,11,5,2025-01-08,54.58,ACH,Gift,Completed
27047,1985,31,11,5,2024-12-26,44.9,Check,Gift,Completed
27048,3443,31,11,6,2025-01-06,42.08,Cash,Gift,Completed
27049,2562,31,11,5,2025-01-06,195.42,Credit Card,Gift,Completed
27050,7,31,11,5,2024-12-20,2179.36,Check,Gift,Completed
27051,4407,31,11,5,2024-12-25,147.2,Check,Gift,Completed
27052,157,31,11,5,2025-01-09,3151.42,Credit Card,Gift,Completed
27053,1784,31,11,5,2024-12-25,77.56,Credit Card,Gift,Completed
27054,435,31,11,5,2024-12-25,4648.06,ACH,Gift,Completed
27055,4922,31,11,6,2025-01-03,31986.08,Check,Gift,Completed
27056,1528,31,11,6,2025-01-05,141.86,Check,Gift,Completed
27057,4536,31,11,5,2024-12-27,15.92,Credit Card,Gift,Completed
27058,4659,31,11,5,2024-12-23,10.38,Credit Card,Gift,Completed
27059,3115,31,11,5,2024-12-31,179.52,Credit Card,Gift,Completed
27060,97,31,11,6,2025-01-05,1372.18,Check,Gift,Completed
27061,2434,31,11,5,2024-12-24,140.08,Credit Card,Gift,Completed
27062,4501,31,11,5,2025-01-03,146.62,Credit Card,Gift,Completed
27063,868,31,11,5,2024-12-17,723.2,Check,Gift,Completed
27064,3100,31,11,5,2025-01-02,61.58,Check,Gift,Completed
27065,1816,31,11,6,2024-12-18,144.46,Cash,Gift,Completed
27066,3331,31,11,5,2024-12-25,13.32,Credit Card,Gift,Completed
27067,4600,31,11,5,2024-12-16,173.72,Credit Card,Gift,Completed
27068,4573,31,11,5,2025-01-07,192.92,Check,Gift,Completed
27069,1767,31,11,5,2024-12-15,189.24,Check,Gift,Completed
27070,4395,31,11,5,2024-12-23,121.34,Credit Card,Gift,Completed
27071,2746,31,11,5,2024-12-28,876.86,Credit Card,Gift,Completed
27072,3661,31,11,5,2025-01-02,199.1,Credit Card,Gift,Completed
27073,267,31,11,5,2024-12-25,1193.42,Check,Gift,Completed
27074,140,31,11,5,2025-01-07,2618.34,Check,Gift,Completed
27075,1232,31,11,5,2025-01-05,667.48,Cash,Gift,Completed
27076,4659,31,11,5,2024-12-28,164.18,Credit Card,Gift,Completed
27077,3119,31,11,6,2024-12-17,52.1,Credit Card,Gift,Completed
27078,4406,31,11,5,2024-12-19,104.38,Other,Gift,Completed
27079,2227,31,11,5,2024-12-26,97.62,Check,Gift,Completed
27080,3083,31,11,5,2025-01-01,150.44,Check,Gift,Completed
27081,3083,31,11,5,2024-12-06,38.443999999999996,Credit Card,Gift,Completed
27082,253,31,11,5,2025-01-02,12191.3,ACH,Gift,Completed
27083,3032,31,11,5,2024-12-24,105.86,Cash,Gift,Completed
27084,1070,31,11,6,2024-12-28,81.64,Check,Gift,Completed
27085,911,31,11,5,2024-12-29,16.0,Check,Gift,Completed
27086,3403,31,11,5,2025-01-07,3433.18,Check,Gift,Completed
27087,3155,31,11,5,2024-12-28,71.54,Other,Gift,Completed
27088,2903,31,11,5,2025-01-02,503.44,Credit Card,Gift,Completed
27089,2928,31,11,5,2025-01-08,21.5,Credit Card,Gift,Completed
27090,126,31,11,6,2025-01-12,337.2,ACH,Gift,Completed
27091,942,31,11,5,2025-01-12,106.76,ACH,Gift,Completed
27092,4030,31,11,5,2024-12-27,62.8,Other,Gift,Completed
27093,49,31,11,6,2025-01-11,9410.94,Check,Gift,Completed
27094,2037,31,11,5,2024-12-27,162.98,Check,Gift,Completed
27095,3620,31,11,5,2025-01-07,74.22,Credit Card,Gift,Completed
27096,1801,31,11,5,2024-12-18,53.92,Other,Gift,Completed
27097,2640,31,11,5,2024-12-16,644.84,Credit Card,Gift,Completed
27098,2245,31,11,6,2024-12-28,23.48,Credit Card,Gift,Completed
27099,4420,31,11,5,2024-12-25,99.14,Credit Card,Gift,Completed
27100,4913,31,11,5,2025-01-03,148.9,Check,Gift,Completed
27101,4909,31,11,5,2025-01-09,187.84,Check,Gift,Completed
27102,1001,31,11,5,2025-01-01,48.5,Credit Card,Gift,Completed
27103,3256,31,11,6,2024-12-23,24.42,Check,Gift,Completed
27104,1931,31,11,5,2025-01-05,185.68,Credit Card,Gift,Completed
27105,806,31,11,5,2025-01-06,1195.34,Credit Card,Gift,Completed
